"x","y","forest","agri","water","built","other","grass"
275773.411807,2627366.126422,0.305755395683453,0.0194244604316547,0,0,0.00935251798561151,0.665467625899281
276273.411807,2627366.126422,0.800503235082674,0,0,0,0,0.199496764917326
276773.411807,2627366.126422,0.958933717579251,0,0,0,0,0.0410662824207493
277273.411807,2627366.126422,0.918345323741007,0,0,0,0,0.0816546762589928
277773.411807,2627366.126422,0.810208483105679,0.0233644859813084,0,0.00611071171818835,0.0161754133716751,0.144140905823149
278273.411807,2627366.126422,0.962536023054755,0.0129682997118156,0,0,0,0.0244956772334294
278773.411807,2627366.126422,0.886330935251799,0,0,0,0,0.113669064748201
279273.411807,2627366.126422,0.644140905823149,0.0327102803738318,0,0.00611071171818835,0.0240833932422717,0.292954708842559
279773.411807,2627366.126422,0.898054755043228,0,0,0,0,0.101945244956772
280273.411807,2627366.126422,0.894244604316547,0,0,0,0,0.105755395683453
280773.411807,2627366.126422,0.933501078360891,0.00539180445722502,0,0.000359453630481668,0.001078360891445,0.0596693026599569
281273.411807,2627366.126422,0.945605187319885,0,0,0.00144092219020173,0.0010806916426513,0.0518731988472622
281773.411807,2627366.126422,0.934532374100719,0,0,0.000359712230215827,0,0.0651079136690648
282273.411807,2627366.126422,0.891804457225018,0,0,0.00575125808770669,0.00611071171818835,0.096333572969087
282773.411807,2627366.126422,0.943804034582133,0.00504322766570605,0,0,0,0.0511527377521614
283273.411807,2627366.126422,0.995323741007194,0,0,0,0,0.00467625899280576
283773.411807,2627366.126422,0.987419122933142,0,0,0,0,0.0125808770668584
284273.411807,2627366.126422,0.998919308357349,0,0,0,0,0.0010806916426513
284773.411807,2627366.126422,0.96726618705036,0,0,0,0,0.0327338129496403
285273.411807,2627366.126422,0.95255212077642,0.000359453630481668,0,0,0,0.0470884255930985
285773.411807,2627366.126422,0.886527377521614,0,0,0,0,0.113472622478386
286273.411807,2627366.126422,0.970503597122302,0,0,0,0,0.0294964028776978
286773.411807,2627366.126422,0.64881380301941,0.0636232925952552,0.0165348670021567,0.0467289719626168,0.0179726815240834,0.206326383896477
287273.411807,2627366.126422,0.764409221902017,0.0457492795389049,0.00792507204610951,0.0706051873198847,0.0219740634005764,0.0893371757925072
287773.411807,2627366.126422,0.793884892086331,0.081294964028777,0.00287769784172662,0.0197841726618705,0.00863309352517986,0.0935251798561151
288273.411807,2627366.126422,0.878853046594982,0.00501792114695341,0,0,0,0.116129032258065
275773.411807,2626866.126422,0.536263736263736,0.00695970695970696,0,0,0,0.456776556776557
276273.411807,2626866.126422,0.865603226989366,0,0,0,0,0.134396773010634
276773.411807,2626866.126422,0.963003663003663,0,0,0,0,0.036996336996337
277273.411807,2626866.126422,0.876190476190476,0.00695970695970696,0,0,0.000732600732600733,0.116117216117216
277773.411807,2626866.126422,0.958012467913458,0.000183351668500183,0,0,0,0.0418041804180418
278273.411807,2626866.126422,0.978021978021978,0,0,0,0,0.021978021978022
278773.411807,2626866.126422,0.839377289377289,0.0010989010989011,0,0,0,0.15952380952381
279273.411807,2626866.126422,0.674550788412175,0.0214521452145215,0,0.00293362669600293,0.0265859919325266,0.274477447744774
279773.411807,2626866.126422,0.765750915750916,0.00677655677655678,0,0,0.000549450549450549,0.226923076923077
280273.411807,2626866.126422,0.835897435897436,0.00183150183150183,0,0.00732600732600733,0.00622710622710623,0.148717948717949
280773.411807,2626866.126422,0.966263292995966,0,0,0,0,0.0337367070040337
281273.411807,2626866.126422,0.83956043956044,0,0,0,0,0.16043956043956
281773.411807,2626866.126422,0.8996336996337,0,0,0,0,0.1003663003663
282273.411807,2626866.126422,0.866153281994866,0,0,0,0,0.133846718005134
282773.411807,2626866.126422,0.924358974358974,0.00146520146520147,0,0,0,0.0741758241758242
283273.411807,2626866.126422,0.932783882783883,0,0,0,0,0.0672161172161172
283773.411807,2626866.126422,0.966813348001467,0,0,0,0,0.0331866519985332
284273.411807,2626866.126422,0.9496336996337,0,0,0,0,0.0503663003663004
284773.411807,2626866.126422,0.934981684981685,0,0,0,0,0.065018315018315
285273.411807,2626866.126422,0.891822515584892,0.00055005500550055,0,0,0,0.107627429409608
285773.411807,2626866.126422,0.916483516483516,0,0,0,0,0.0835164835164835
286273.411807,2626866.126422,0.857326007326007,0,0,0,0,0.142673992673993
286773.411807,2626866.126422,0.514301430143014,0.0135680234690136,0,0.125045837917125,0.0506050605060506,0.296479647964796
287273.411807,2626866.126422,0.944871794871795,0,0,0,0,0.0551282051282051
287773.411807,2626866.126422,0.93040293040293,0.00183150183150183,0,0,0.000915750915750916,0.0668498168498168
288273.411807,2626866.126422,0.863985374771481,0.0153564899451554,0,0.0325411334552102,0.0190127970749543,0.0691042047531993
275773.411807,2626366.126422,0.78800660187053,0.000183385292499542,0,0,0,0.21181001283697
276273.411807,2626366.126422,0.756093091442184,0,0,0,0.000183250870441635,0.243723657687374
276773.411807,2626366.126422,0.957239860524867,0,0,0,0,0.0427601394751331
