"x","y","forest","agri","water","built","other","grass"
275773.411807,2696366.126422,0.92607223476298,0.036117381489842,0,0,0,0.0378103837471783
276273.411807,2696366.126422,0.964319248826291,0.0031924882629108,0,0,0,0.0324882629107981
276773.411807,2696366.126422,0.980805419646218,0.00169363944298081,0,0,0,0.0175009409108017
277273.411807,2696366.126422,0.942249811888638,0.0090293453724605,0,0,0,0.0487208427389014
277773.411807,2696366.126422,0.954929577464789,0.00694835680751174,0,0,0,0.0381220657276995
278273.411807,2696366.126422,0.998306360557019,0,0,0,0,0.00169363944298081
278773.411807,2696366.126422,0.98438675696012,0,0,0,0,0.0156132430398796
279273.411807,2696366.126422,0.989295774647887,0,0,0,0,0.0107042253521127
279773.411807,2696366.126422,0.997741814076026,0,0,0,0,0.00225818592397441
280273.411807,2696366.126422,0.873965387509406,0,0,0,0,0.126034612490594
280773.411807,2696366.126422,0.961877934272301,0,0,0,0,0.0381220657276995
281273.411807,2696366.126422,0.725818592397441,0.0011290929619872,0,0,0,0.273052314640572
281773.411807,2696366.126422,0.973476297968397,0.00263355906696764,0,0,0,0.0238901429646351
282273.411807,2696366.126422,0.977089201877934,0.0105164319248826,0,0,0,0.0123943661971831
282773.411807,2696366.126422,0.971019947308995,0.00790365073391043,0,0,0,0.0210764019570945
283273.411807,2696366.126422,0.969149736644093,0,0,0,0,0.0308502633559067
283773.411807,2696366.126422,0.950798122065728,0.000751173708920188,0,0,0,0.0484507042253521
284273.411807,2696366.126422,0.879939781708694,0.00357546104629281,0,0,0,0.116484757245013
284773.411807,2696366.126422,0.735327313769752,0.00865312264860798,0,0,0,0.25601956358164
285273.411807,2696366.126422,0.996056338028169,0,0,0,0,0.00394366197183099
285773.411807,2696366.126422,0.993037260067746,0,0,0,0,0.00696273993225442
286273.411807,2696366.126422,0.969714070729872,0.00790067720090293,0,0,0,0.022385252069225
286773.411807,2696366.126422,0.993802816901408,0.000563380281690141,0,0,0,0.00563380281690141
287273.411807,2696366.126422,0.994919081671058,0.000188182160331201,0,0,0,0.00489273616861122
287773.411807,2696366.126422,0.939428141459744,0.0174943566591422,0,0,0,0.0430775018811136
275773.411807,2695866.126422,0.935897435897436,0.00549450549450549,0,0,0,0.0586080586080586
276273.411807,2695866.126422,0.973964063072974,0.0011001100110011,0,0,0,0.0249358269160249
276773.411807,2695866.126422,0.981135531135531,0.000549450549450549,0,0,0,0.0183150183150183
277273.411807,2695866.126422,0.970512820512821,0.00402930402930403,0,0,0,0.0254578754578755
277773.411807,2695866.126422,0.972863953061973,0.000916758342500917,0,0,0,0.0262192885955262
278273.411807,2695866.126422,0.960989010989011,0.00128205128205128,0,0,0,0.0377289377289377
278773.411807,2695866.126422,0.99029304029304,0,0,0,0,0.00970695970695971
279273.411807,2695866.126422,0.9998166483315,0,0,0,0,0.000183351668500183
279773.411807,2695866.126422,0.998351648351648,0,0,0,0,0.00164835164835165
280273.411807,2695866.126422,0.960805860805861,0,0,0,0,0.0391941391941392
280773.411807,2695866.126422,0.902823615694903,0,0,0,0,0.0971763843050972
281273.411807,2695866.126422,0.996153846153846,0,0,0,0,0.00384615384615385
281773.411807,2695866.126422,0.913003663003663,0.00183150183150183,0,0,0,0.0851648351648352
282273.411807,2695866.126422,0.918041804180418,0,0,0,0,0.081958195819582
282773.411807,2695866.126422,0.35989010989011,0,0,0,0,0.64010989010989
283273.411807,2695866.126422,0.447985347985348,0,0,0,0,0.552014652014652
283773.411807,2695866.126422,0.688302163549688,0,0,0,0,0.311697836450312
284273.411807,2695866.126422,0.61007326007326,0.028021978021978,0,0,0.00274725274725275,0.359157509157509
284773.411807,2695866.126422,0.79029304029304,0.0434065934065934,0,0.000183150183150183,0.00842490842490842,0.157692307692308
285273.411807,2695866.126422,0.927392739273927,0.0469380271360469,0,0,0,0.0256692335900257
285773.411807,2695866.126422,0.926190476190476,0.0305860805860806,0,0,0,0.0432234432234432
286273.411807,2695866.126422,0.948351648351648,0.0161172161172161,0,0,0,0.0355311355311355
286773.411807,2695866.126422,0.964613127979465,0.00531719838650532,0,0,0,0.0300696736340301
287273.411807,2695866.126422,0.987912087912088,0.00201465201465201,0,0,0,0.0100732600732601
287773.411807,2695866.126422,0.939010989010989,0.00695970695970696,0,0,0,0.054029304029304
275773.411807,2695366.126422,0.925362185952687,0.022006235099945,0,0,0,0.0526315789473684
276273.411807,2695366.126422,0.951988271944292,0.0124610591900312,0,0,0,0.0355506688656771
276773.411807,2695366.126422,0.935033951183703,0.0278950266103872,0,0,0,0.0370710222059093
277273.411807,2695366.126422,0.960388776820099,0.0144874381074638,0,0,0,0.0251237850724372
