"x","y","forest","agri","water","built","other","grass"
288273.411807,2765366.126422,0.860989010989011,0,0,0,0.000366300366300366,0.138644688644689
288773.411807,2765366.126422,0.881651376146789,0.00036697247706422,0,0.00110091743119266,0.00513761467889908,0.111743119266055
289273.411807,2765366.126422,0.840029352412401,0,0,0.000550357732526142,0.000550357732526142,0.158869932122546
289773.411807,2765366.126422,0.878571428571429,0.0010989010989011,0,0.000183150183150183,0.00293040293040293,0.117216117216117
290273.411807,2765366.126422,0.897064220183486,0,0,0.00036697247706422,0.00110091743119266,0.101467889908257
290773.411807,2765366.126422,0.824619335901669,0,0,0.00458631443771785,0.00953953403045313,0.16125481563016
291273.411807,2765366.126422,0.73992673992674,0.000183150183150183,0,0.00641025641025641,0.0234432234432234,0.23003663003663
291773.411807,2765366.126422,0.642201834862385,0.00238532110091743,0,0.0137614678899083,0.0370642201834862,0.304587155963303
292273.411807,2765366.126422,0.150247660979637,0.0183452577508714,0,0.40231150247661,0.192808658961658,0.236286919831224
292773.411807,2765366.126422,0.0179487179487179,0.0203296703296703,0.00128205128205128,0.825274725274725,0.122344322344322,0.0128205128205128
293273.411807,2765366.126422,0.0963302752293578,0.0574311926605505,0.00201834862385321,0.548256880733945,0.171926605504587,0.124036697247706
293773.411807,2765366.126422,0.103100348559897,0.0210970464135021,0.0078884608328747,0.495688864428545,0.20399926618969,0.168226013575491
294273.411807,2765366.126422,0.0620879120879121,0.0384615384615385,0.138278388278388,0.0965201465201465,0.0657509157509158,0.598901098901099
294773.411807,2765366.126422,0.0508256880733945,0.0577981651376147,0.0185321100917431,0.502201834862385,0.233761467889908,0.136880733944954
295273.411807,2765366.126422,0.093010456796918,0.029535864978903,0.00495321959273528,0.480829205650339,0.210420106402495,0.181251146578609
295773.411807,2765366.126422,0.0675824175824176,0.030952380952381,0.0269230769230769,0.666300366300366,0.152747252747253,0.0554945054945055
296273.411807,2765366.126422,0.0508256880733945,0.0603669724770642,0.00660550458715596,0.701100917431193,0.128623853211009,0.0524770642201835
296773.411807,2765366.126422,0.0924600990643919,0.0486149330398092,0.0232984773436067,0.650889745000917,0.136855622821501,0.0478811227297744
297273.411807,2765366.126422,0.131501831501832,0.0377289377289377,0.0021978021978022,0.593406593406593,0.114835164835165,0.12032967032967
297773.411807,2765366.126422,0.352844036697248,0.0256880733944954,0,0.217798165137615,0.0689908256880734,0.334678899082569
298273.411807,2765366.126422,0.333883691065859,0.0078884608328747,0.0100898917629793,0.360484314804623,0.156118143459916,0.131535498073748
298773.411807,2765366.126422,0.0128205128205128,0.00842490842490842,0.00183150183150183,0.837728937728938,0.105677655677656,0.0335164835164835
299273.411807,2765366.126422,0.0251376146788991,0.0214678899082569,0.0128440366972477,0.836146788990826,0.0752293577981651,0.0291743119266055
299773.411807,2765366.126422,0.0517336268574573,0.0372408732342689,0.0148596587782058,0.70904421207118,0.139974316639149,0.0471473124197395
300273.411807,2765366.126422,0.0923076923076923,0.030952380952381,0.0192307692307692,0.645238095238095,0.135164835164835,0.0771062271062271
288273.411807,2764866.126422,0.767876787678768,0.00055005500550055,0,0.00678401173450678,0.0308030803080308,0.193986065273194
288773.411807,2764866.126422,0.695970695970696,0.000183150183150183,0,0.00421245421245421,0.0135531135531136,0.286080586080586
289273.411807,2764866.126422,0.772527472527473,0,0,0.000366300366300366,0.00366300366300366,0.223443223443223
